
Newfoundland and Labrador,Carbonear,2011A00051001370,Violence Against Women,General - females,Number of beds,15,17.6,17.1,15
Newfoundland and Labrador,Corner Brook,2011A00051005018,Violence Against Women,General - females,Number of beds,33,13.3,16.9,52
Newfoundland and Labrador,Gander,2011A00051006009,Violence Against Women,General - females,Number of beds,37,10,12.1,89
Newfoundland and Labrador,Happy Valley-Goose Bay,2011A00051010025,Violence Against Women,General - females,Number of beds,10,8.3,7.4,107
Newfoundland and Labrador,Hopedale,2011A00051011030,Violence Against Women,General - females,Number of beds,0,15.6,25.2,107
Newfoundland and Labrador,Labrador City,2011A00051010032,Violence Against Women,General - females,Number of beds,9,8.5,5.3,116
Newfoundland and Labrador,Marystown,2011A00051002024,Violence Against Women,General - females,Number of beds,10,21.1,17,126
Newfoundland and Labrador,Nain,2011A00051011035,Violence Against Women,General - females,Number of beds,0,28.9,24.4,126
Newfoundland and Labrador,Natuashish  2,2011A00051010801,Violence Against Women,General - females,Number of beds,0,25,,126
Newfoundland and Labrador,Rigolet,2011A00051011010,Violence Against Women,General - females,Number of beds,0,33.3,13.1,126
Newfoundland and Labrador,Sheshatshiu 3,2011A00051010802,Violence Against Women,General - females,Number of beds,0,26,,126
Newfoundland and Labrador,St. John's,2011A00051001519,Violence Against Women,General - females,Number of beds,22,8.9,16,300
Prince Edward Island,Charlottetown,2011A00051102075,Violence Against Women,General - females,Number of beds,33,10.5,22.4,340
Prince Edward Island,Lennox Island 1,2011A00051103035,Violence Against Women,General - females,Number of beds,12,51.4,,352
Nova Scotia,Amherst,2011A00051211011,Violence Against Women,General - females,Number of beds,15,11.6,25.3,367
Nova Scotia,Antigonish,2011A00051214002,Violence Against Women,General - females,Number of beds,20,9.7,21.9,387
Nova Scotia,Bridgewater,2011A00051206004,Violence Against Women,General - females,Number of beds,15,8.9,22.4,410
Nova Scotia,Halifax,2011A00051209034,Violence Against Women,General - females,Number of beds,24,7.3,14.8,655
Nova Scotia,Kentville,2011A00051207012,Violence Against Women,General - females,Number of beds,15,7.7,19.5,670
Nova Scotia,New Glasgow,2011A00051212014,Violence Against Women,General - females,Number of beds,15,11.1,22.6,685
Nova Scotia,Port Hawkesbury,2011A00051215002,Violence Against Women,General - females,Number of beds,9,13.1,20.6,694
Nova Scotia,Truro,2011A00051210006,Violence Against Women,General - females,Number of beds,26,10.6,25.5,735
Nova Scotia,Yarmouth,2011A00051202004,Violence Against Women,General - females,Number of beds,15,8.2,17.1,757
New Brunswick,Bathurst,2011A00051315008,Violence Against Women,General - females,Number of beds,10,14.8,13.7,773
New Brunswick,Campbellton,2011A00051314014,Violence Against Women,General - females,Number of beds,9,11,27.7,782
New Brunswick,Edmundston,2011A00051313027,Violence Against Women,General - females,Number of beds,12,7.9,18.9,794
New Brunswick,Fredericton,2011A00051310032,Violence Against Women,General - females,Number of beds,43,8.8,18.9,884
New Brunswick,Miramichi,2011A00051309050,Violence Against Women,General - females,Number of beds,12,13.7,17,901
New Brunswick,Moncton,2011A00051307019,Violence Against Women,General - females,Number of beds,17,7,10.5,978
New Brunswick,Saint John,2011A00051301006,Violence Against Women,General - females,Number of beds,56,9.6,22.5,1086
New Brunswick,St. Stephen,2011A00051302037,Violence Against Women,General - females,Number of beds,15,16.7,26.9,1101
New Brunswick,Sussex,2011A00051305022,Violence Against Women,General - females,Number of beds,9,15.1,28.5,1110
New Brunswick,Woodstock,2011A00051311004,Violence Against Women,General - females,Number of beds,12,6.3,14.9,1122
Quebec,Amos,2011A00052488055,Violence Against Women,General - females,Number of beds,10,7.4,12.1,1140
Quebec,Baie-Comeau,2011A00052496020,Violence Against Women,General - females,Number of beds,30,7.7,9.3,1187
Quebec,Chambly,2011A00052457005,Violence Against Women,General - females,Number of beds,18,4,6.5,1205
Quebec,Chelsea,2011A00052482025,Violence Against Women,General - females,Number of beds,9,4.6,5,1214
Quebec,Chibougamau,2011A00052499025,Violence Against Women,General - females,Number of beds,14,6.9,9.7,1228
Quebec,Cowansville,2011A00052446080,Violence Against Women,General - females,Number of beds,15,8,18.1,1252
Quebec,Dolbeau-Mistassini,2011A00052492022,Violence Against Women,General - females,Number of beds,8,12.5,16.1,1260
Quebec,Drummondville,2011A00052449058,Violence Against Women,General - females,Number of beds,10,7.2,17.2,1288
Quebec,Fermont,2011A00052497035,Violence Against Women,General - females,Number of beds,0,5.6,2,1294
Quebec,Forestville,2011A00052495045,Violence Against Women,General - females,Number of beds,12,17.7,22.7,1306
Quebec,Gatineau,2011A00052481017,Violence Against Women,General - females,Number of beds,44,6.8,13,1516
Quebec,Granby,2011A00052447017,Violence Against Women,General - females,Number of beds,15,6.5,15.5,1551
Quebec,Joliette,2011A00052461025,Violence Against Women,General - females,Number of beds,12,10.8,27.3,1590
Quebec,La Malbaie,2011A00052415013,Violence Against Women,General - females,Number of beds,9,10.4,14.5,1599
Quebec,La Pocatière,2011A00052414085,Violence Against Women,General - females,Number of beds,0,7.7,16.2,1608
Quebec,La Tuque,2011A00052490012,Violence Against Women,General - females,Number of beds,23,9.3,17.9,1631
Quebec,Lachute,2011A00052476020,Violence Against Women,General - females,Number of beds,10,6.8,24.3,1641
Quebec,Laval,2011A00052465005,Violence Against Women,General - females,Number of beds,45,7,11.3,1712
Quebec,Lévis,2011A00052425213,Violence Against Women,General - females,Number of beds,12,4.1,7.1,1730
Quebec,Longueuil,2011A00052458227,Violence Against Women,General - females,Number of beds,10,7.3,14.8,1740
Quebec,Listuguj,2011A00052406804,Violence Against Women,General - females,Number of beds,36,32.6,,1849
Quebec,Maniwaki,2011A00052483065,Violence Against Women,General - females,Number of beds,6,11.9,31.4,1855
Quebec,Maria,2011A00052406005,Violence Against Women,General - females,Number of beds,9,10.1,10.9,1864
Quebec,Martinville,2011A00052444060,Violence Against Women,General - females,Number of beds,9,3.8,12.9,1873
Quebec,Mascouche,2011A00052464015,Violence Against Women,General - females,Number of beds,0,4.8,6.8,1882
Quebec,Matane,2011A00052408053,Violence Against Women,General - females,Number of beds,12,10,18.1,1894
Quebec,Mont-Laurier,2011A00052479088,Violence Against Women,General - females,Number of beds,7,9.9,21.4,1910
Quebec,Montréal,2011A00052466023,Violence Against Women,General - females,Number of beds,214,9.3,22.7,4539
Quebec,Nicolet,2011A00052450072,Violence Against Women,General - females,Number of beds,9,4.7,15.2,4548
Quebec,Ormstown,2011A00052469037,Violence Against Women,General - females,Number of beds,5,6,17.9,4553
Quebec,Pontiac,2011A00052482030,Violence Against Women,General - females,Number of beds,0,5.1,11.2,4576
Quebec,Québec,2011A00052423027,Violence Against Women,General - females,Number of beds,62,4.9,12.3,5012
Quebec,Rawdon,2011A00052462037,Violence Against Women,General - females,Number of beds,0,8.2,19.1,5021
Quebec,Repentigny,2011A00052460013,Violence Against Women,General - females,Number of beds,15,5.6,6.9,5036
Quebec,Rimouski,2011A00052410043,Violence Against Women,General - females,Number of beds,15,7.5,13.3,5061
Quebec,Roberval,2011A00052491025,Violence Against Women,General - females,Number of beds,14,8.8,16,5075
Quebec,Rouyn-Noranda,2011A00052486042,Violence Against Women,General - females,Number of beds,20,7.6,12.7,5118
Quebec,Roxton Falls,2011A00052448010,Violence Against Women,General - females,Number of beds,0,6.7,20.7,5128
Quebec,Saguenay,2011A00052494068,Violence Against Women,General - females,Number of beds,40,8.3,13.4,5268
Quebec,Sainte-Julie,2011A00052459010,Violence Against Women,General - females,Number of beds,0,4.1,4.2,5278
Quebec,Saint-Eustache,2011A00052472005,Violence Against Women,General - females,Number of beds,0,6.8,10.1,5305
Quebec,Saint-Jérôme,2011A00052475017,Violence Against Women,General - females,Number of beds,12,7.4,17.5,5326
Quebec,Saint-Stanislas,2011A00052492070,Violence Against Women,General - females,Number of beds,0,25.6,10.7,5331
Quebec,Salaberry-de-Valleyfield,2011A00052470052,Violence Against Women,General - females,Number of beds,0,8.3,17.8,5357
Quebec,Sept-Îles,2011A00052497007,Violence Against Women,General - females,Number of beds,13,9.2,10.1,5370
Quebec,Shawinigan,2011A00052436033,Violence Against Women,General - females,Number of beds,10,9.1,21.7,5396
Quebec,Terrebonne,2011A00052464008,Violence Against Women,General - females,Number of beds,0,6.1,8,5412
Quebec,Thetford Mines,2011A00052431084,Violence Against Women,General - females,Number of beds,11,4.5,15.9,5432
Quebec,Trois-Rivières,2011A00052437067,Violence Against Women,General - females,Number of beds,10,7.5,18,5511
Quebec,Vaudreuil-Dorion,2011A00052471083,Violence Against Women,General - females,Number of beds,9,5,7.3,5520
Quebec,Victoriaville,2011A00052439062,Violence Against Women,General - females,Number of beds,22,5.7,15.6,5560
Quebec,Ville-Marie,2011A00052485025,Violence Against Women,General - females,Number of beds,8,7,14.9,5568
Quebec,Weedon,2011A00052441098,Violence Against Women,General - females,Number of beds,10,7.5,21.7,5578
Ontario,Ajax,2011A00053518005,Violence Against Women,General - females,Number of beds,30,8.2,9.4,5621
Ontario,Atikokan,2011A00053559001,Violence Against Women,General - females,Number of beds,20,13.3,13.4,5641
Ontario,Aurora,2011A00053519046,Violence Against Women,General - females,Number of beds,21,5.9,8.9,5662
Ontario,Barrie,2011A00053543042,Violence Against Women,General - females,Number of beds,27,7.4,12.2,5771
Ontario,Belleville,2011A00053512005,Violence Against Women,General - females,Number of beds,16,7.1,17.6,5812
Ontario,Blind River,2011A00053557038,Violence Against Women,General - females,Number of beds,0,11.7,21.6,5822
Ontario,Bracebridge,2011A00053544018,Violence Against Women,General - females,Number of beds,15,6.9,12,5837
Ontario,Brampton,2011A00053521010,Violence Against Women,General - females,Number of beds,54,8.3,11.3,5951
Ontario,Brantford,2011A00053529006,Violence Against Women,General - females,Number of beds,30,6.9,15.6,6095
Ontario,Brockville,2011A00053507015,Violence Against Women,General - females,Number of beds,10,9.6,20.9,6105
Ontario,Carleton Place,2011A00053509028,Violence Against Women,General - females,Number of beds,7,6.3,12,6112
Ontario,Cobourg,2011A00053514021,Violence Against Women,General - females,Number of beds,14,8.5,12.9,6126
Ontario,Collingwood,2011A00053543031,Violence Against Women,General - females,Number of beds,12,5.6,14.9,6138
Ontario,Cornwall,2011A00053501012,Violence Against Women,General - females,Number of beds,26,9.9,26.3,6164
Ontario,Dryden,2011A00053560027,Violence Against Women,General - females,Number of beds,10,7.7,12.8,6174
Ontario,East Gwillimbury,2011A00053519054,Violence Against Women,General - females,Number of beds,0,5.7,7,6184
Ontario,Elliot Lake,2011A00053557041,Violence Against Women,General - females,Number of beds,10,11.3,23.2,6194
Ontario,Goderich,2011A00053540028,Violence Against Women,General - females,Number of beds,10,5.7,14.4,6204
Ontario,Guelph,2011A00053523008,Violence Against Women,General - females,Number of beds,28,6.1,11.1,6331
Ontario,Hamilton,2011A00053514019,Violence Against Women,General - females,Number of beds,113,7.6,6.4,6817
Ontario,Hawkesbury,2011A00053502008,Violence Against Women,General - females,Number of beds,10,9.6,27.6,6827
Ontario,Huntsville,2011A00053544042,Violence Against Women,General - females,Number of beds,0,6.7,12.1,6835
Ontario,Kapuskasing,2011A00053556066,Violence Against Women,General - females,Number of beds,11,8.9,17,6846
Ontario,Kenora,2011A00053560010,Violence Against Women,General - females,Number of beds,14,7.1,10.9,6885
Ontario,Kincardine,2011A00053541024,Violence Against Women,General - females,Number of beds,13,6.5,9.7,6898
Ontario,Kitchener,2011A00053530013,Violence Against Women,General - females,Number of beds,20,6.8,13.7,7105
Ontario,London,2011A00053539036,Violence Against Women,General - females,Number of beds,85,7.9,18.8,7867
Ontario,Marathon,2011A00053558059,Violence Against Women,General - females,Number of beds,10,7.4,11.3,7877
Ontario,Mattawa,2011A00053548021,Violence Against Women,General - females,Number of beds,10,15.2,23,7887
Ontario,Midland,2011A00053543074,Violence Against Women,General - females,Number of beds,22,8.9,18.6,7909
Ontario,Milton,2011A00053524009,Violence Against Women,General - females,Number of beds,22,5.6,8.7,7931
Ontario,Mississauga,2011A00053521005,Violence Against Women,General - females,Number of beds,80,8.3,14.7,8497
Ontario,Moosonee,2011A00053556106,Violence Against Women,General - females,Number of beds,10,8.6,24.7,8507
Ontario,Newmarket,2011A00053519048,Violence Against Women,General - females,Number of beds,0,6.6,10,8633
Ontario,Niagara Falls,2011A00053526043,Violence Against Women,General - females,Number of beds,20,7.7,16.1,8685
Ontario,Oakville,2011A00053524001,Violence Against Women,General - females,Number of beds,0,6.9,9.7,8745
Ontario,Orillia,2011A00053543052,Violence Against Women,General - females,Number of beds,12,7.9,18.3,8757
Ontario,Oshawa,2011A00053518013,Violence Against Women,General - females,Number of beds,114,9.8,14.5,8921
Ontario,Ottawa,2011A00053506008,Violence Against Women,General - females,Number of beds,121,7.2,12.6,10284
Ontario,Owen Sound,2011A00053542059,Violence Against Women,General - females,Number of beds,39,7.4,20.2,10323
Ontario,Parry Sound,2011A00053549032,Violence Against Women,General - females,Number of beds,10,6.6,19.2,10333
Ontario,Peterborough,2011A00053515014,Violence Against Women,General - females,Number of beds,25,8.9,18.6,10438
Ontario,Red Lake,2011A00053560042,Violence Against Women,General - females,Number of beds,10,5.2,6.2,10466
Ontario,Richmond Hill,2011A00053519038,Violence Against Women,General - females,Number of beds,0,6.9,15.9,10491
Ontario,Sarnia,2011A00053538030,Violence Against Women,General - females,Number of beds,17,9.2,15.6,10581
Ontario,Sault Ste. Marie,2011A00053557061,Violence Against Women,General - females,Number of beds,0,10.3,15.8,10670
Ontario,Sioux Lookout,2011A00053560034,Violence Against Women,General - females,Number of beds,14,6.1,12.4,10718
Ontario,Southwold,2011A00053534024,Violence Against Women,General - females,Number of beds,19,4.2,8.3,10737
Ontario,St. Thomas,2011A00053534021,Violence Against Women,General - females,Number of beds,24,6.4,15.9,10774
Ontario,Stratford,2011A00053531011,Violence Against Women,General - females,Number of beds,13,5.3,11.9,10801
